Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,05/18/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
IndiGo,06/15/19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,4423
Air India,06/12/19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,1,No info,5201
IndiGo,05/21/19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,1,No info,4049
Jet Airways,05/03/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,No info,8040
IndiGo,06/27/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
SpiceJet,04/12/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,3873
IndiGo,05/01/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,4423
IndiGo,03/03/19,Mumbai,Hyderabad,BOM ? HYD,2:30,4:00,1h 30m,1,No info,4575
SpiceJet,05/03/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,3873
IndiGo,05/01/19,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,1,No info,3597
Jet Airways,05/27/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,7229
SpiceJet,04/15/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No info,3873
IndiGo,04/21/19,Bangalore,New Delhi,BLR ? DEL,21:15,22-04-21 0:15,3h,1,No info,4423
Jet Airways,06/12/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,In-flight meal not included,4995
SpiceJet,03/09/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:30,2h 30m,1,No info,5515
IndiGo,06/24/19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,1,No info,2754
SpiceJet,03/24/19,Mumbai,Hyderabad,BOM ? HYD,22:45,25-03-21 0:10,1h 25m,1,No info,2227
Jet Airways,04/21/19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,In-flight meal not included,4544
Jet Airways,06/27/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,8016
Air Asia,05/27/19,Kolkata,Bangalore,CCU ? BLR,22:50,28-05-21 1:20,2h 30m,1,No info,3807
IndiGo,06/09/19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,1,No info,5601
IndiGo,03/09/19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,8033
IndiGo,06/24/19,Kolkata,Bangalore,CCU ? BLR,15:30,18:05,2h 35m,1,No info,4804
GoAir,04/03/19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,4239
Air India,06/18/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5510
Jet Airways,06/01/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,8016
Air India,03/09/19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,1,No info,5831
SpiceJet,03/24/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No info,3859
IndiGo,04/06/19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,4174
IndiGo,04/06/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,4823
Air India,03/24/19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,7276
IndiGo,06/27/19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,4804
IndiGo,06/21/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,4823
IndiGo,06/03/19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,1,No info,2227
Air India,06/06/19,New Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,1,No info,6094
Air India,06/24/19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,1,No info,5201
IndiGo,05/15/19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:40,1h 30m,1,No info,4575
Jet Airways,03/09/19,Mumbai,Hyderabad,BOM ? HYD,19:40,21:10,1h 30m,1,In-flight meal not included,4050
IndiGo,06/18/19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,4804
GoAir,06/15/19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,1,No info,3898
Jet Airways,06/18/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,8016
Vistara,03/03/19,Bangalore,New Delhi,BLR ? DEL,19:40,22:20,2h 40m,1,No info,8553
SpiceJet,04/09/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
SpiceJet,06/24/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,3597
IndiGo,05/24/19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,4332
GoAir,06/21/19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,1,No info,3898
IndiGo,06/15/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
SpiceJet,06/21/19,Kolkata,Bangalore,CCU ? BLR,22:20,22-06-21 0:40,2h 20m,1,No info,3873
Air India,06/21/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,7171
SpiceJet,04/27/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No info,4423
Jet Airways,05/06/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,In-flight meal not included,3210
GoAir,04/21/19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,4632
IndiGo,06/15/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,4804
Jet Airways,06/01/19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,No info,8016
SpiceJet,05/09/19,Kolkata,Bangalore,CCU ? BLR,22:20,10/05/21 0:40,2h 20m,1,No info,3873
IndiGo,06/12/19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,1,No info,2754
Air Asia,06/15/19,Bangalore,New Delhi,BLR ? DEL,4:55,7:45,2h 50m,1,No info,4282
IndiGo,05/01/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4823
IndiGo,05/03/19,Bangalore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,1,No info,4823
SpiceJet,04/12/19,Bangalore,New Delhi,BLR ? DEL,21:10,13-04-21 0:05,2h 55m,1,No info,5621
IndiGo,03/21/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,4777
SpiceJet,03/03/19,Bangalore,New Delhi,BLR ? DEL,9:35,12:30,2h 55m,1,No info,7648
SpiceJet,05/01/19,Mumbai,Hyderabad,BOM ? HYD,22:45,02/05/21 0:15,1h 30m,1,No info,2017
Air Asia,06/01/19,Kolkata,Bangalore,CCU ? BLR,22:50,02/06/21 1:20,2h 30m,1,No info,4409
SpiceJet,03/18/19,Bangalore,New Delhi,BLR ? DEL,20:30,23:20,2h 50m,1,No check-in baggage included,4273
Jet Airways,06/03/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,8016
Jet Airways,06/09/19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,No info,8016
IndiGo,04/15/19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,1,No info,4423
Jet Airways,06/15/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4050
Vistara,04/12/19,Bangalore,New Delhi,BLR ? DEL,21:00,23:50,2h 50m,1,No info,5613
IndiGo,05/21/19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3175
SpiceJet,03/03/19,Bangalore,New Delhi,BLR ? DEL,9:35,12:30,2h 55m,1,No info,6860
IndiGo,05/09/19,Mumbai,Hyderabad,BOM ? HYD,2:35,4:05,1h 30m,1,No info,2754
Air India,05/27/19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,4667
IndiGo,04/21/19,Kolkata,Bangalore,CCU ? BLR,15:30,18:05,2h 35m,1,No info,4804
IndiGo,03/09/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,4545
IndiGo,06/09/19,Chennai,Kolkata,MAA ? CCU,22:05,10/06/21 0:25,2h 20m,1,No info,5277
Air Asia,04/12/19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,4483
SpiceJet,06/27/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
SpiceJet,03/27/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:30,2h 30m,1,No check-in baggage included,3815
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,23:30,25-03-21 2:20,2h 50m,1,No info,6860
SpiceJet,06/06/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No info,3625
SpiceJet,06/15/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No check-in baggage included,3841
IndiGo,06/12/19,Bangalore,New Delhi,BLR ? DEL,20:00,22:50,2h 50m,1,No info,4823
IndiGo,05/01/19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,3850
Vistara,03/24/19,Bangalore,New Delhi,BLR ? DEL,12:00,14:40,2h 40m,1,No info,7608
Vistara,05/18/19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,3687
Vistara,05/15/19,Bangalore,New Delhi,BLR ? DEL,19:30,22:15,2h 45m,1,No info,4878
IndiGo,04/03/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,4077
SpiceJet,03/09/19,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,1,No info,6300
IndiGo,03/03/19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:30,1h 25m,1,No info,5755
IndiGo,03/18/19,Bangalore,New Delhi,BLR ? DEL,22:20,19-03-21 1:10,2h 50m,1,No info,4545
IndiGo,05/06/19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,1,No info,4049
Air India,06/09/19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,6961
SpiceJet,04/01/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
Air Asia,05/06/19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,4409
Air India,06/01/19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,4667
Air India,04/21/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,6121
Air Asia,03/24/19,Kolkata,Bangalore,CCU ? BLR,22:50,25-03-21 1:20,2h 30m,1,No info,5620
IndiGo,05/27/19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,4804
Jet Airways,05/18/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,5198
IndiGo,05/18/19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,4332
Jet Airways,05/06/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,4544
SpiceJet,06/09/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No info,3625
IndiGo,03/24/19,Kolkata,Bangalore,CCU ? BLR,15:10,17:45,2h 35m,1,No info,7615
IndiGo,05/27/19,Bangalore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,1,No info,4823
SpiceJet,05/15/19,Mumbai,Hyderabad,BOM ? HYD,22:45,16-05-21 0:15,1h 30m,1,No check-in baggage included,1965
Air India,06/15/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5510
IndiGo,05/27/19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3175
SpiceJet,04/15/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
IndiGo,06/24/19,Bangalore,New Delhi,BLR ? DEL,18:55,21:50,2h 55m,1,No info,4823
Jet Airways,04/09/19,Bangalore,New Delhi,BLR ? DEL,15:50,18:45,2h 55m,1,No info,7229
SpiceJet,03/24/19,Bangalore,New Delhi,BLR ? DEL,9:35,12:30,2h 55m,1,No check-in baggage included,4273
Jet Airways,06/27/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,In-flight meal not included,6478
Jet Airways,05/12/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,In-flight meal not included,5198
SpiceJet,04/27/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No check-in baggage included,4319
Vistara,05/18/19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,1,No info,6741
IndiGo,06/18/19,Mumbai,Hyderabad,BOM ? HYD,2:35,4:05,1h 30m,1,No info,2754
IndiGo,03/01/19,Bangalore,New Delhi,BLR ? DEL,10:05,13:00,2h 55m,1,No info,10067
Air India,05/18/19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,1,No info,3100
SpiceJet,04/27/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
SpiceJet,06/06/19,Mumbai,Hyderabad,BOM ? HYD,22:45,07/06/21 0:15,1h 30m,1,No info,2017
SpiceJet,05/18/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No check-in baggage included,4319
SpiceJet,04/01/19,Bangalore,New Delhi,BLR ? DEL,21:10,02/04/21 0:05,2h 55m,1,No check-in baggage included,3573
SpiceJet,05/03/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No check-in baggage included,3841
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,In-flight meal not included,7202
Jet Airways,04/06/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,In-flight meal not included,4886
SpiceJet,05/09/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No info,3873
SpiceJet,05/09/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No check-in baggage included,3859
Air Asia,06/24/19,Kolkata,Bangalore,CCU ? BLR,22:50,25-06-21 1:20,2h 30m,1,No info,3807
Air Asia,03/06/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,4384
Vistara,03/24/19,Bangalore,New Delhi,BLR ? DEL,19:40,22:20,2h 40m,1,No info,4563
SpiceJet,04/01/19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No check-in baggage included,1965
Air India,04/24/19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4145
SpiceJet,06/24/19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No info,2017
Vistara,04/27/19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,1,No info,6216
IndiGo,06/03/19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,3943
SpiceJet,04/06/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,3873
Air India,06/18/19,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,1,No info,3100
Jet Airways,06/18/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,5769
IndiGo,06/06/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
IndiGo,03/15/19,Bangalore,New Delhi,BLR ? DEL,20:00,22:55,2h 55m,1,No info,8855
IndiGo,06/27/19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,1,No info,3943
Air India,04/18/19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,5228
Jet Airways,06/24/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,In-flight meal not included,5769
IndiGo,04/09/19,Bangalore,New Delhi,BLR ? DEL,23:30,10/04/21 2:20,2h 50m,1,No info,4591
Air Asia,06/27/19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,3807
Air Asia,06/06/19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,4483
IndiGo,04/15/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4823
Jet Airways,06/21/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,8541
Vistara,03/18/19,Bangalore,New Delhi,BLR ? DEL,19:40,22:20,2h 40m,1,No info,12123
SpiceJet,04/12/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,4991
GoAir,06/12/19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,1,No info,3419
Air Asia,04/03/19,Kolkata,Bangalore,CCU ? BLR,22:50,04/04/21 1:20,2h 30m,1,No info,3807
IndiGo,03/03/19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:25,1h 25m,1,No info,5755
IndiGo,03/09/19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,6297
Jet Airways,06/24/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,In-flight meal not included,3210
IndiGo,06/24/19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:40,1h 30m,1,No info,4049
IndiGo,04/03/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
IndiGo,06/21/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,5224
Air Asia,03/15/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,4384
IndiGo,05/09/19,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,1,No info,3597
Air Asia,06/12/19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,3807
Vistara,05/24/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,4668
SpiceJet,03/01/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:45,2h 30m,1,No info,5515
IndiGo,04/01/19,Mumbai,Hyderabad,BOM ? HYD,2:35,4:05,1h 30m,1,No info,2754
IndiGo,05/18/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,5224
SpiceJet,05/27/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No check-in baggage included,3841
IndiGo,04/27/19,Bangalore,New Delhi,BLR ? DEL,0:30,3:25,2h 55m,1,No info,4591
IndiGo,06/06/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,4804
Air India,05/01/19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,3100
IndiGo,05/09/19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,1,No info,4049
SpiceJet,03/24/19,Bangalore,New Delhi,BLR ? DEL,20:30,23:20,2h 50m,1,No check-in baggage included,3873
Air India,05/27/19,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,1,No info,3625
SpiceJet,06/15/19,Bangalore,New Delhi,BLR ? DEL,21:10,16-06-21 0:05,2h 55m,1,No check-in baggage included,3919
IndiGo,06/03/19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,3850
Jet Airways,05/12/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,7229
IndiGo,04/27/19,Bangalore,New Delhi,BLR ? DEL,18:55,21:50,2h 55m,1,No info,4823
IndiGo,05/15/19,Bangalore,New Delhi,BLR ? DEL,18:55,21:50,2h 55m,1,No info,4823
IndiGo,04/21/19,Bangalore,New Delhi,BLR ? DEL,18:55,21:50,2h 55m,1,No info,4823
SpiceJet,05/27/19,Mumbai,Hyderabad,BOM ? HYD,22:45,28-05-21 0:15,1h 30m,1,No check-in baggage included,1965
SpiceJet,03/27/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:35,2h 40m,1,No info,3847
Jet Airways,06/18/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,In-flight meal not included,6478
Air India,06/21/19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,1,No info,5201
Air Asia,05/09/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,4409
Vistara,05/27/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:35,2h 35m,1,No info,4878
SpiceJet,05/18/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No check-in baggage included,3573
IndiGo,04/21/19,Kolkata,Bangalore,CCU ? BLR,22:15,22-04-21 0:50,2h 35m,1,No info,4804
Air India,06/27/19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,1,No info,5201
SpiceJet,04/12/19,Kolkata,Bangalore,CCU ? BLR,22:20,13-04-21 0:40,2h 20m,1,No info,3873
SpiceJet,06/06/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No check-in baggage included,3543
IndiGo,05/18/19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,1,No info,2754
Air Asia,06/15/19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,4107
IndiGo,06/27/19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,1,No info,2227
IndiGo,05/03/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,3943
SpiceJet,03/24/19,Bangalore,New Delhi,BLR ? DEL,20:30,23:20,2h 50m,1,No info,3925
Jet Airways,05/01/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,In-flight meal not included,3210
Jet Airways,06/06/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,8016
SpiceJet,04/12/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
IndiGo,06/18/19,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,1,No info,3597
IndiGo,06/09/19,Bangalore,New Delhi,BLR ? DEL,22:10,10/06/21 1:00,2h 50m,1,No info,3749
Jet Airways,05/24/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,7229
IndiGo,05/27/19,Bangalore,New Delhi,BLR ? DEL,20:00,22:50,2h 50m,1,No info,4823
Jet Airways,04/03/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,No info,8040
Jet Airways,05/15/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,In-flight meal not included,4030
IndiGo,03/27/19,Kolkata,Bangalore,CCU ? BLR,22:10,28-03-21 0:55,2h 45m,1,No info,4148
IndiGo,03/18/19,Kolkata,Bangalore,CCU ? BLR,22:10,19-03-21 0:55,2h 45m,1,No info,4148
IndiGo,05/12/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,3943
SpiceJet,06/06/19,Kolkata,Bangalore,CCU ? BLR,22:20,07/06/21 0:40,2h 20m,1,No info,3873
Vistara,05/15/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,4668
Vistara,04/21/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,5403
Jet Airways,04/09/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,In-flight meal not included,4544
SpiceJet,06/03/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No info,3873
IndiGo,05/09/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
Vistara,05/21/19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,1,No info,4668
Air India,04/03/19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,1,No info,4729
IndiGo,05/12/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,4591
IndiGo,04/18/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,4591
IndiGo,06/24/19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,1,No info,4049
IndiGo,05/03/19,Kolkata,Bangalore,CCU ? BLR,15:30,18:05,2h 35m,1,No info,4804
IndiGo,05/09/19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,1,No info,4077
Vistara,05/15/19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,4668
SpiceJet,03/01/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:30,2h 30m,1,No info,5515
SpiceJet,06/09/19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No info,2227
Air India,06/24/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,6961
Jet Airways,03/06/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,No info,8040
Vistara,03/09/19,New Delhi,Cochin,DEL ? COK,14:55,17:50,2h 55m,1,No info,6741
IndiGo,03/09/19,Chennai,Kolkata,MAA ? CCU,17:05,19:40,2h 35m,1,No info,6297
Jet Airways,05/18/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,7229
IndiGo,05/12/19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,3603
Air India,04/21/19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,1,No info,6934
IndiGo,03/15/19,Kolkata,Bangalore,CCU ? BLR,14:20,16:55,2h 35m,1,No info,4778
IndiGo,05/24/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
SpiceJet,04/01/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No check-in baggage included,3919
IndiGo,05/03/19,Kolkata,Bangalore,CCU ? BLR,22:15,04/05/21 0:50,2h 35m,1,No info,4804
Jet Airways,06/03/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,In-flight meal not included,5769
SpiceJet,05/24/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No info,3597
IndiGo,05/06/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,4804
Air India,05/24/19,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,1h 25m,1,No info,3100
IndiGo,03/01/19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,8853
Vistara,06/03/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,4668
IndiGo,06/01/19,Kolkata,Bangalore,CCU ? BLR,22:15,02/06/21 0:50,2h 35m,1,No info,4804
IndiGo,06/01/19,Chennai,Kolkata,MAA ? CCU,22:05,02/06/21 0:25,2h 20m,1,No info,5277
IndiGo,04/01/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,4591
IndiGo,05/06/19,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,1,No info,3597
